Vehicle Name,Trip Started,Trip Ended,Trip Distance,Trip Duration,AverageMPG,Fuel Cost,Fuel Vol (gal),Hard Brake,Hard Accel,>70 MPH,>75 MPH,>80 MPH,Trip Map,Start Lon,Start Lat,Start Map,End Lat,End Lon,End Map
BMW 328i,"October 21, 2014 at 06:37PM","October 21, 2014 at 07:10PM",11.44,0:32,20.01,$1.95,0.57,0,0,0,0,0,http://ift.tt/1w5oREo,-77.395149,38.9562574,http://ift.tt/1jrnB6S,-77.524838,38.9954139,http://ift.tt/1rIQgoT
BMW 328i,"October 22, 2014 at 09:47AM","October 22, 2014 at 09:50AM",0.84,0:02,13.85,$0.21,0.06,0,0,0,0,0,http://ift.tt/1imjI33,-77.524838,38.9954139,http://ift.tt/1rIQgoT,-77.52584,38.988878,http://ift.tt/1imjJnF
BMW 328i,"October 22, 2014 at 09:54AM","October 22, 2014 at 09:57AM",0.98,0:03,15.13,$0.22,0.06,0,0,0,0,0,http://ift.tt/1DAoWRr,-77.52584,38.988878,http://ift.tt/1imjJnF,-77.5359521,38.982917,http://ift.tt/1oXHOmt
BMW 328i,"October 22, 2014 at 11:05AM","October 22, 2014 at 11:11AM",1.67,0:05,14.61,$0.39,0.11,0,0,0,0,0,"http://maps.googleapis.com/maps/api/staticmap?scale=2&markers=label:S|38.982917,-77.5359521&markers=label:E|38.9954139,-77.524838&path=enc:gz%7ClFtvfxMTmBeAW%7DBg@eBc@qAWaAUkBoAq@WcASiAAk@DQwAe@cDgBuIw@eESkBOkCg@eR_Ao%5CoABcF%5CiE~@yQz@J%7CDG%7C@%7BA%7CGuAm@wAE&size=600x600&sensor=false",-77.5359521,38.982917,http://ift.tt/1oXHOmt,-77.524838,38.9954139,"https://maps.google.com/?ll=38.9954139,-77.524838&z=18&markers=color:red%7C38.9954139,-77.524838"
BMW 328i,"October 22, 2014 at 11:30AM","October 22, 2014 at 11:54AM",11.38,0:24,24.4,$1.60,0.47,1,0,0,0,0,http://ift.tt/1vjx4AW,-77.524838,38.9954139,http://ift.tt/1rIQgoT,-77.395149,38.9562574,http://ift.tt/1jrnB6S
BMW 328i,"October 22, 2014 at 03:48PM","October 22, 2014 at 04:13PM",11.45,0:24,22.37,$1.75,0.51,0,0,0,0,0,http://ift.tt/1wp72gt,-77.395149,38.9562574,http://ift.tt/1jrnB6S,-77.524838,38.9954139,http://ift.tt/1rIQgoT
BMW 328i,"October 23, 2014 at 08:18AM","October 23, 2014 at 08:23AM",1.66,0:04,16.54,$0.35,0.1,0,0,0,0,0,http://ift.tt/1rlMhi3,-77.524838,38.9954139,http://ift.tt/1rIQgoT,-77.5359521,38.982917,http://ift.tt/1oXHOmt
BMW 328i,"October 23, 2014 at 09:49AM","October 23, 2014 at 09:54AM",1.68,0:05,14.79,$0.39,0.11,0,0,0,0,0,http://ift.tt/1FbSzdJ,-77.5359521,38.982917,http://ift.tt/1oXHOmt,-77.524838,38.9954139,http://ift.tt/1rIQgoT
BMW 328i,"October 23, 2014 at 10:50AM","October 23, 2014 at 11:14AM",11.39,0:24,24.54,$1.59,0.46,1,1,0,0,0,http://ift.tt/1vjx4AW,-77.524838,38.9954139,http://ift.tt/1rIQgoT,-77.395149,38.9562574,http://ift.tt/1jrnB6S
BMW 328i,"October 23, 2014 at 06:35PM","October 23, 2014 at 06:50PM",3.7,0:15,15.52,$0.81,0.24,0,0,0,0,0,http://ift.tt/1DFFszB,-77.395149,38.9562574,http://ift.tt/1jrnB6S,-77.4348161,38.978578,http://ift.tt/1hduLLF
